0,20,1
0,30,1
0,24,1
0,11,1
0,13,1
0,1,1
0,8,1
0,40,-1
0,43,-1
0,32,-1
0,93,-1
0,116,-1
1,3,1
1,13,1
1,9,1
1,79,-1
1,66,-1
1,114,-1
1,115,-1
1,125,-1
2,29,1
2,24,1
2,7,1
2,25,1
2,9,1
2,20,1
2,12,1
2,18,1
2,48,-1
2,94,-1
2,78,-1
3,18,1
3,26,1
3,8,1
3,4,1
3,30,1
3,20,1
3,67,-1
3,125,-1
3,121,-1
4,25,1
4,19,1
4,12,1
4,20,1
4,13,1
4,36,-1
4,55,-1
4,87,-1
4,70,-1
5,15,1
5,9,1
6,18,1
6,12,1
6,9,1
6,26,1
6,47,-1
6,33,-1
6,77,-1
6,127,-1
6,105,-1
7,23,1
7,28,1
7,14,1
7,13,1
7,51,-1
7,69,-1
7,72,-1
7,121,-1
7,125,-1
7,111,-1
7,106,-1
8,25,1
8,18,1
8,23,1
8,15,1
8,81,-1
8,70,-1
8,88,-1
8,119,-1
8,114,-1
8,113,-1
9,23,1
9,22,1
9,65,-1
9,91,-1
9,123,-1
9,110,-1
10,12,1
10,14,1
10,22,1
10,11,1
10,38,-1
11,31,1
11,22,1
11,40,-1
11,35,-1
12,17,1
12,91,-1
12,90,-1
12,121,-1
13,23,1
13,21,1
13,14,1
13,29,1
13,41,-1
13,46,-1
13,86,-1
13,84,-1
13,76,-1
13,107,-1
13,99,-1
14,29,1
14,15,1
14,23,1
14,56,-1
14,43,-1
14,54,-1
15,16,1
15,22,1
15,49,-1
15,83,-1
15,95,-1
15,109,-1
15,97,-1
16,19,1
16,59,-1
16,46,-1
16,77,-1
16,65,-1
16,92,-1
17,61,-1
17,41,-1
17,45,-1
17,59,-1
17,126,-1
17,98,-1
17,125,-1
18,21,1
18,62,-1
18,59,-1
18,82,-1
18,110,-1
19,20,1
19,26,1
19,45,-1
19,53,-1
19,71,-1
19,105,-1
19,121,-1
20,21,1
20,28,1
20,29,1
20,56,-1
20,76,-1
20,74,-1
20,125,-1
20,104,-1
20,127,-1
21,26,1
21,35,-1
21,121,-1
22,40,-1
22,95,-1
22,121,-1
23,45,-1
23,88,-1
23,76,-1
23,103,-1
24,26,1
24,27,1
24,61,-1
24,62,-1
24,38,-1
24,40,-1
24,37,-1
24,91,-1
24,79,-1
24,75,-1
24,73,-1
24,117,-1
25,53,-1
25,42,-1
25,40,-1
25,87,-1
25,86,-1
25,75,-1
25,82,-1
25,90,-1
25,85,-1
25,100,-1
25,109,-1
26,41,-1
26,36,-1
26,96,-1
26,121,-1
27,41,-1
27,107,-1
28,30,1
28,114,-1
29,60,-1
29,39,-1
29,87,-1
29,93,-1
29,111,-1
29,102,-1
29,103,-1
29,101,-1
30,73,-1
30,88,-1
30,68,-1
30,116,-1
31,39,-1
31,62,-1
31,41,-1
31,122,-1
31,96,-1
32,58,1
32,42,1
32,57,1
32,36,1
32,54,1
32,45,1
32,69,-1
32,88,-1
32,115,-1
33,56,1
33,46,1
33,57,1
33,36,1
33,40,1
33,59,1
33,63,1
33,93,-1
33,82,-1
33,94,-1
33,88,-1
33,90,-1
33,119,-1
33,127,-1
33,121,-1
34,45,1
34,48,1
34,77,-1
34,83,-1
35,62,1
35,90,-1
35,119,-1
36,55,1
36,52,1
36,39,1
36,87,-1
36,64,-1
36,102,-1
36,124,-1
36,121,-1
36,122,-1
37,42,1
37,47,1
37,89,-1
37,80,-1
37,68,-1
38,44,1
38,39,1
38,45,1
38,63,1
38,50,1
38,48,1
38,93,-1
38,79,-1
38,98,-1
38,102,-1
38,104,-1
38,115,-1
38,116,-1
39,40,1
39,61,1
39,56,1
39,55,1
39,112,-1
40,61,1
40,54,1
41,48,1
41,58,1
41,88,-1
41,119,-1
42,46,1
42,61,1
42,45,1
42,75,-1
42,93,-1
43,44,1
43,47,1
43,85,-1
44,55,1
44,52,1
44,51,1
44,68,-1
44,119,-1
44,123,-1
45,62,1
45,63,1
45,47,1
45,58,1
45,57,1
45,50,1
45,111,-1
46,56,1
46,69,-1
46,76,-1
46,74,-1
46,96,-1
46,113,-1
47,56,1
47,60,1
47,52,1
47,59,1
47,88,-1
47,112,-1
48,71,-1
48,115,-1
48,102,-1
48,109,-1
49,58,1
49,55,1
49,117,-1
50,60,1
50,55,1
50,64,-1
50,91,-1
50,87,-1
50,107,-1
50,121,-1
50,98,-1
51,58,1
51,60,1
51,115,-1
51,101,-1
52,53,1
52,59,1
52,79,-1
52,96,-1
52,115,-1
52,120,-1
53,57,1
53,58,1
53,77,-1
54,62,1
54,63,1
54,77,-1
54,90,-1
54,67,-1
54,88,-1
54,92,-1
55,63,1
55,62,1
55,69,-1
55,84,-1
55,79,-1
55,109,-1
55,101,-1
56,57,1
56,80,-1
56,103,-1
56,122,-1
56,121,-1
56,110,-1
56,107,-1
57,84,-1
57,67,-1
57,79,-1
57,90,-1
57,109,-1
57,122,-1
58,60,1
58,65,-1
59,70,-1
60,76,-1
60,108,-1
60,112,-1
61,62,1
61,63,1
62,113,-1
62,115,-1
63,115,-1
64,70,1
65,70,1
65,84,1
65,118,-1
66,80,1
66,95,1
66,70,1
66,105,-1
67,92,1
67,70,1
67,88,1
67,83,1
67,122,-1
67,100,-1
67,118,-1
68,72,1
68,89,1
68,115,-1
68,97,-1
69,89,1
69,83,1
69,81,1
69,80,1
70,84,1
70,78,1
70,95,1
70,71,1
70,88,1
70,77,1
70,76,1
70,103,-1
70,97,-1
70,122,-1
71,75,1
71,78,1
71,76,1
71,103,-1
71,97,-1
71,114,-1
72,95,1
72,87,1
73,83,1
73,86,1
73,101,-1
74,91,1
74,75,1
74,83,1
74,90,1
74,82,1
74,118,-1
74,127,-1
75,87,1
75,90,1
75,88,1
75,93,1
75,121,-1
76,82,1
76,86,1
76,95,1
76,119,-1
77,89,1
77,84,1
77,94,1
77,79,1
77,112,-1
78,80,1
78,91,1
78,118,-1
78,117,-1
78,125,-1
79,82,1
80,94,1
80,84,1
80,83,1
80,93,1
80,86,1
80,102,-1
81,86,1
81,92,1
81,82,1
81,101,-1
81,119,-1
81,114,-1
81,113,-1
82,90,1
83,110,-1
83,100,-1
83,102,-1
83,118,-1
84,87,1
84,95,1
84,93,1
84,109,-1
84,116,-1
85,94,1
85,92,1
85,96,-1
85,127,-1
86,89,1
87,88,1
87,89,1
88,98,-1
88,111,-1
88,127,-1
89,90,1
90,91,1
90,94,1
90,112,-1
91,92,1
91,95,1
91,120,-1
91,106,-1
92,93,1
92,118,-1
93,120,-1
93,108,-1
94,105,-1
94,111,-1
94,98,-1
95,107,-1
96,115,1
96,114,1
96,117,1
96,118,1
96,126,1
96,108,1
96,111,1
97,114,1
97,103,1
98,126,1
98,121,1
98,108,1
98,125,1
98,127,1
99,108,1
99,126,1
99,110,1
100,118,1
100,115,1
100,102,1
100,117,1
100,126,1
100,119,1
101,102,1
101,111,1
102,103,1
102,125,1
102,118,1
102,115,1
103,123,1
103,121,1
103,110,1
103,105,1
104,111,1
104,113,1
104,122,1
105,107,1
105,110,1
106,110,1
106,116,1
106,108,1
107,126,1
107,118,1
108,110,1
108,111,1
108,114,1
108,118,1
109,125,1
109,116,1
109,117,1
109,127,1
109,120,1
110,127,1
110,124,1
110,125,1
111,112,1
111,118,1
112,117,1
112,119,1
113,122,1
113,126,1
113,114,1
114,115,1
114,121,1
116,120,1
118,125,1
119,126,1
119,120,1
119,123,1
122,125,1
122,124,1
123,125,1
